Id,SalePrice
1613,164061.54796086287
1614,110762.29111619573
1615,76975.46880566713
1616,55536.548062741625
1617,81369.04373491842
1618,130447.80979717837
1619,139890.05864816895
1620,176012.50864753427
1621,137739.38195540622
1622,132259.04635485896
1623,251316.78512768832
1624,189779.2067805416
1625,118767.19382991182
1626,171779.23566633064
1627,173796.35674393224
1628,267355.408269666
1629,197999.75944641308
1630,336523.28492584004
1631,266896.1887874334
1632,284881.25368174916
1633,182177.28297736662
1634,179733.8181010782
1635,169232.77766554986
1636,164326.12888809748
1637,178775.82963836362
1638,207881.48824805292
1639,190727.60904001145
1640,254846.06228540602
1641,181769.90688015294
1642,229488.88349408488
1643,257767.8955015233
1644,250341.78609220404
1645,178689.71193421757
1646,152916.87840322568
1647,170056.24472151056
1648,140105.310955837
1649,135676.2659039666
1650,118441.70512812988
1651,129955.43183139822
1652,94453.67306496992
1653,101203.76748146168
1654,141740.67230995875
1655,160860.7006210708
1656,137731.06342177806
1657,142533.09730559227
1658,138127.2759195948
1659,143710.85935617916
1660,149708.7927211499
1661,385274.47892155877
1662,377573.1169766496
1663,360087.89546518464
1664,435776.04724448925
1665,341996.09555153316
1666,317591.75970894506
1667,339414.5452764657
1668,342391.1877267637
1669,327801.32961117604
1670,346150.6730512774
1671,280585.921539361
1672,385626.75397151435
1673,330953.327277037
1674,303099.4928075805
1675,205210.65860887142
1676,201898.0755260902
1677,229072.9535857644
1678,427523.7334282599
1679,343823.61891502375
1680,317260.62944343715
1681,285960.77465201094
1682,312340.0882557214
1683,226612.6267230788
1684,185822.12986090808
1685,172585.96878825757
1686,173988.8054179627
1687,188115.26805581743
1688,200135.6163962015
1689,194013.5203653406
1690,187284.7626896466
1691,178622.13155088466
1692,250600.19591233268
1693,184144.06076467436
1694,168353.5877451876
1695,189055.83147117152
1696,244465.08630839668
1697,192230.93109433696
1698,344281.22415008326
1699,330302.5711741384
1700,273603.8436395651
1701,307427.9587747654
1702,276788.3291977488
1703,273808.4382306733
1704,276774.3378248684
1705,248303.6366806709
1706,359465.8898647606
1707,228988.47286131815
1708,222851.34586220272
1709,299509.5946348133
1710,252455.36454125892
1711,261062.2787920237
1712,278930.57255614595
1713,253213.41924322388
1714,234460.72230849226
1715,216191.80264716185
1716,202855.88557669122
1717,190408.19506121677
1718,150003.48859254373
1719,210186.2780276348
1720,248426.34103813008
1721,191866.98229451303
1722,133260.56977973905
1723,158298.89480256944
1724,225572.08866379052
1725,228466.6985508138
1726,188843.1351813447
1727,153588.12613383424
1728,190931.27987290776
1729,174510.4226441309
1730,179268.54904680958
1731,124102.06589441156
1732,123462.5518954682
1733,105568.78813323341
1734,117110.63637702406
1735,134829.1101624259
1736,116169.07654484906
1737,324881.4348991542
1738,276172.19668916357
1739,270014.1164932641
1740,196903.62134451492
1741,165583.94896702372
1742,148282.9454750575
1743,163158.2312117376
1744,303677.7280999599
1745,251207.39720130223
1746,293202.87149425544
1747,205858.03765672757
1748,227997.00672609842
1749,143254.3300378852
1750,139443.9877005273
1751,231929.67835059683
1752,115185.21094879053
1753,163633.63954160074
1754,203943.08394906297
1755,157115.7558636726
1756,123536.9926889524
1757,119161.81788056501
1758,144524.43208230706
1759,167941.06885538428
1760,156129.4809503591
1761,144862.8303010807
1762,179874.3858743922
1763,173583.75491598767
1764,109399.8920596618
1765,185269.34720544697
1766,174985.147004653
1767,202428.691399126
1768,136127.86915827784
1769,185921.6090223411
1770,152086.94909829006
1771,125212.35659657593
1772,136282.77784684818
1773,116405.34939289335
1774,149964.6298454001
1775,143734.01641098433
1776,122132.8295003347
1777,103778.50780637132
1778,138144.332578693
1779,109156.52493486844
1780,184103.60443584903
1781,129853.98148233855
1782,75408.39823472966
1783,125643.53276342459
1784,72788.02021046221
1785,108471.97014498901
1786,155110.82283780043
1787,172709.86352610245
1788,46582.80047570453
1789,101162.91967448729
1790,44823.46310098146
1791,216161.99203871575
1792,167557.64851295887
1793,136791.8375295031
1794,167259.05355861614
1795,140515.59838550288
1796,130789.46963903957
1797,128252.57127213843
1798,122894.8216540606
1799,107979.46564724919
1800,112274.88881777442
1801,130579.63535177492
1802,165220.803834156
1803,168456.38641226618
1804,120433.6272499963
1805,139070.66212304038
1806,138811.44814717825
1807,138704.4119012823
1808,113588.68041311501
1809,98539.69723561686
1810,124395.681044697
1811,100890.65066301625
1812,85354.5479259936
1813,119537.37588383195
1814,87893.78823212677
1815,45560.31371584746
1816,94776.67616934492
1817,87255.79460575999
1818,145607.51497495064
1819,111243.08314205459
1820,35691.21179279606
1821,124474.20242913897
1822,143629.7630254939
1823,28734.150678088045
1824,148292.51162120735
1825,133178.1431250589
1826,97211.09957692266
1827,112072.07823274545
1828,139140.6093822994
1829,153265.55393061473
1830,144129.52153170714
1831,170950.3141201957
1832,89858.47304805942
1833,141455.06435128112
1834,115904.28099599572
1835,142806.78718676913
1836,145956.59105783692
1837,78134.73818503009
1838,131837.01910173826
1839,111479.90318166523
1840,102658.39474610187
1841,102842.54628939243
1842,77316.7191995332
1843,127068.63194911311
1844,141132.74586115475
1845,145590.72498053662
1846,142722.83975777664
1847,189997.72110649786
1848,40166.057696663534
1849,114481.92915924605
1850,111033.7326991403
1851,153777.2135089249
1852,118406.87095097879
1853,93179.87703884077
1854,185409.14948476257
1855,159657.41203168134
1856,215959.33021523504
1857,140611.51829649357
1858,168384.61474719967
1859,130221.95322455464
1860,128583.20747043808
1861,129100.05435436101
1862,275906.2841743787
1863,275906.2841743787
1864,275906.2841743787
1865,288864.55626953836
1866,292573.4158422941
1867,246799.07349466038
1868,263196.9141444656
1869,199753.82113567588
1870,233166.52003859906
1871,251492.7489170347
1872,172826.16069561546
1873,238653.54331332483
1874,146030.11627756088
1875,207310.28269871188
1876,187095.7561186063
1877,211490.76755627312
1878,210346.32229602092
1879,120110.71025559038
1880,145992.91807570943
1881,228536.96967911912
1882,256216.32113407875
1883,204469.72837624323
1884,212893.38651158477
1885,238675.45589531166
1886,260502.56774136206
1887,207954.91553419325
1888,254634.13796391734
1889,167278.89680921548
1890,118182.36843601488
1891,134842.0106642118
1892,90993.17642847821
1893,123763.64224163267
1894,118075.10393569677
1895,136847.0191106429
1896,112809.59727460124
1897,97150.96300687014
1898,114655.96985795314
1899,183483.38868022556
1900,176475.2390549495
1901,174617.30360250777
1902,153709.5896831192
1903,246204.08368657477
1904,155368.66167237837
1905,211004.6547868615
1906,174709.9725721064
1907,215916.3329271076
1908,116377.79989815791
1909,131352.13096960515
1910,127380.92367846206
1911,227642.17406185882
1912,304049.11656031234
1913,148511.84961543354
1914,66926.66588963485
1915,247606.60811963014
1916,49980.618147203095
1917,260323.10111315103
1918,139438.8218831605
1919,176440.87266697385
1920,176716.2261756134
1921,326620.1439533265
1922,299500.2031130104
1923,238346.94521600916
1924,217419.40046207752
1925,232622.39880323605
1926,320572.077132449
1927,133951.31797915004
1928,157223.63815833317
1929,129833.94644230578
1930,139186.0195184962
1931,143027.5065509041
1932,138831.47635758258
1933,164106.70086085927
1934,177360.1377983202
1935,166891.936933243
1936,173785.14300499388
1937,174603.91664598748
1938,167561.37363962602
1939,280060.81894434744
1940,252668.1037355609
1941,175398.53980687412
1942,175678.5576006095
1943,255110.5669290055
1944,347976.80368302367
1945,363755.4298675929
1946,146888.13475924567
1947,315724.8602568894
1948,166387.01374583563
1949,213937.3893852099
1950,192002.73242752926
1951,226743.356969179
1952,209378.50647710328
1953,152614.83096270874
1954,210817.70240352035
1955,131164.5053511514
1956,285609.2529580116
1957,167457.75131440166
1958,263524.96756286605
1959,149620.24355029827
1960,111884.68928162241
1961,120371.21087367533
1962,94453.67306496992
1963,101203.76748146168
1964,98443.26614455569
1965,144084.94534045307
1966,168774.01629574862
1967,302068.4857467089
1968,357670.4177012684
1969,355232.4365097777
1970,384423.64299286564
1971,433605.28660525085
1972,357269.75358425477
1973,310592.333904824
1974,324443.9457457962
1975,422612.4472936353
1976,304364.74569452467
1977,347527.49401724065
1978,349445.61932650825
1979,322788.55068435473
1980,224984.31792744904
1981,322260.7780444385
1982,252219.84106158218
1983,252219.84106158218
1984,211765.4304673662
1985,194434.63266716685
1986,200721.71036314225
1987,202554.0478248518
1988,169943.63036995946
1989,203875.95933402714
1990,214610.99789639423
1991,236219.2605000729
1992,213669.4322872092
1993,182171.60150775372
1994,236916.31323231777
1995,194824.5933156751
1996,299107.1298555438
1997,347078.1932282095
1998,324475.73495184886
1999,277425.70679816353
2000,344474.2866884912
2001,290930.47633837647
2002,244018.19737929365
2003,269469.4498010075
2004,270240.9030470457
2005,254185.623731171
2006,248861.55333789985
2007,274098.78995031427
2008,214704.8928241492
2009,184471.5532031079
2010,205876.61867589585
2011,155453.86823548973
2012,192110.5980299621
2013,175820.69177038327
2014,184143.04680172697
2015,201959.00750130168
2016,182580.67689104992
2017,201498.15017691435
2018,114005.6356275929
2019,130978.916167302
2020,101343.93683041996
2021,106361.2131288669
2022,209453.90716402113
2023,144971.32903198883
2024,283254.41670725006
2025,373831.47614841006
2026,187721.8315835165
2027,131975.6758634818
2028,163116.09206417948
2029,149712.28855014982
2030,261205.090803635
2031,241043.12676111952
2032,247986.81053079566
2033,259925.09523349162
2034,164392.05940743262
2035,223111.90792568296
2036,197579.38323025726
2037,202674.7074438274
2038,307897.41573026427
2039,221797.88891253318
2040,343442.3483233199
2041,298671.2623370081
2042,225731.1412324357
2043,166155.68956241096
2044,183175.8769617403
2045,208596.5999586392
2046,145927.23808467004
2047,144991.90998421132
2048,139978.46624750333
2049,151093.33837089094
2050,185492.46203500964
2051,100350.06340295752
2052,132334.96610118696
2053,139709.93195849482
2054,89300.371513179
2055,160846.59847918828
2056,147123.4749662555
2057,113448.93464655476
2058,201059.55471361853
2059,116805.97063869359
2060,157354.7111138814
2061,179057.4843281919
2062,122940.61884709282
2063,108329.97179994822
2064,138732.30682422465
2065,119149.96470321878
2066,177657.2474517111
2067,128639.83828991545
2068,154039.17638733773
2069,79844.84077053866
2070,107518.24858119643
2071,80176.92281935053
2072,132518.65059345745
2073,136118.04251518557
2074,195163.73837817297
2075,144146.558670351
2076,127504.01699582992
2077,136987.2911287614
2078,116441.51543950106
2079,148076.11678720644
2080,127850.10032926036
2081,127375.97936621027
2082,132600.22818300696
2083,150767.63226302512
2084,114696.31807939532
2085,122571.0448113623
2086,131022.38552042052
2087,128921.14292921091
2088,84762.24409703491
2089,67417.60223846222
2090,121203.01071701462
2091,94790.10805882842
2092,127613.61131334637
2093,117060.93129235905
2094,117573.57138997919
2095,142903.07118059314
2096,78972.54718911625
2097,85179.8693760263
2098,142838.33971004363
2099,51940.32734242465
2100,72670.17354830341
2101,115223.63987903984
2102,147882.81930615558
2103,77865.79349487711
2104,162700.17448137666
2105,108364.83290967591
2106,46399.3277879404
2107,202182.8489431864
2108,107280.83023432284
2109,106273.29028569808
2110,128564.33195905642
2111,182768.20349505875
2112,139691.13618619504
2113,124446.43977826783
2114,134008.72541947762
2115,166186.38853842858
2116,127084.05165644197
2117,154094.98130661374
2118,131080.6761528896
2119,126712.37225510369
2120,115763.95607713895
2121,117043.38531720956
2122,107984.84209563836
2123,98260.39486562044
2124,198969.4802922294
2125,133595.6619887555
2126,145344.93326136516
2127,164081.31597444037
2128,140028.29256352875
2129,114760.63936653969
2130,135044.31709036592
2131,177942.04498707567
2132,115518.01099566165
2133,137253.24145554332
2134,117628.3442993448
2135,103494.03241975927
2136,61080.16772980836
2137,123141.33138450982
2138,137158.4746992738
2139,146060.8024922994
2140,134363.9349052017
2141,162495.41789828768
2142,121260.09897208166
2143,141937.33709477438
2144,107857.27318679169
2145,137886.87916191627
2146,167812.38435174708
2147,168166.1537067158
2148,148247.06561945766
2149,149516.42985239121
2150,235693.49038711208
2151,128548.46996244881
2152,139208.38156202412
2153,145954.77469215318
2154,72591.42141742207
2155,146542.53495341455
2156,247540.5034441174
2157,216213.27439691444
2158,229693.44547793013
2159,223416.81031828932
2160,184541.53222133697
2161,255767.27855778296
2162,327929.0328315641
2163,295313.15603565756
2164,238806.91076983
2165,213064.67703382715
2166,156777.5731254872
2167,208018.61905501597
2168,185974.59726287454
2169,199179.55851401566
2170,213789.71427673622
2171,151073.79761154004
2172,147581.73154341403
2173,173407.01876808173
2174,231571.3210851716
2175,290094.6746910423
2176,268549.06047947006
2177,240030.95347371485
2178,233811.1536219576
2179,123953.81058174228
2180,204412.37097694757
2181,208540.8943108035
2182,235204.0145443918
2183,204251.3548788246
2184,116206.22457293943
2185,120481.33276876838
2186,154231.70043874194
2187,148280.64204911113
2188,163236.9205673546
2189,267619.0435729666
2190,59662.85031746642
2191,59662.85031746642
2192,64145.51534467368
2193,93871.15556312601
2194,100773.90675338761
2195,91814.43733099452
2196,102447.25766186471
2197,115865.9955433555
2198,173365.43238855596
2199,165882.1561964171
2200,151310.24509326398
2201,160367.78170202964
2202,228111.91619438998
2203,156199.7172585099
2204,182728.31377731406
2205,138779.66968102654
2206,159635.9072239477
2207,237854.93838155683
2208,263864.00033784925
2209,209801.62050193633
2210,116377.79989815791
2211,126022.47505939112
2212,129541.40160938838
2213,100345.58804737823
2214,136045.0414798564
2215,101411.25042300537
2216,148080.87734053136
2217,85857.2300257684
2218,83884.7473284305
2219,81294.22010829105
2220,66360.20545859987
2221,247606.60811963014
2222,221829.8722187932
2223,252088.34640857784
2224,219684.66168747886
2225,138111.16007098835
2226,174075.58944143998
2227,193848.18286352864
2228,266091.30990763847
2229,246628.8948811354
2230,175338.5214459669
2231,223057.34367974935
2232,198541.92066922568
2233,182128.14169914622
2234,244144.55604926834
2235,217827.5136279364
2236,266160.15132914187
2237,293137.9550361315
2238,199966.6794396409
2239,133685.83775771127
2240,139947.70350123863
2241,143776.8616630392
2242,128354.00743791356
2243,118340.425124989
2244,121097.04267541364
2245,109166.2089415078
2246,135890.66470118583
2247,117827.27051772102
2248,127663.42944843973
2249,125939.51943131631
2250,135993.4459591301
2251,82758.16199833431
2252,187483.54377306454
2253,162680.19968069013
2254,177756.5584868825
2255,183949.45648406103
2256,187072.123662747
2257,215397.8407376996
2258,186783.25957380785
2259,177557.66102242048
2260,158389.82406773433
2261,244483.99261198225
2262,254404.73350131843
2263,349940.1898118808
2264,401532.4744854184
2265,157876.24913879155
2266,309085.7027184464
2267,346229.2450224409
2268,409753.2019896062
2269,160434.88796530105
2270,189349.67182084738
2271,210867.1968473243
2272,194221.89065435925
2273,160459.92332840853
2274,165626.01264671053
2275,156353.88780202926
2276,180348.06274088012
2277,181215.55218793955
2278,160323.1427372331
2279,116383.92486021116
2280,114459.81875529716
2281,148910.39395450457
2282,152160.90325336336
2283,107647.87862111384
2284,108741.87234531756
2285,165645.32756574015
2286,122688.23503299062
2287,349940.7484544254
2288,312778.27487217943
2289,336290.4733441265
2290,380726.9750756959
2291,340424.4049991193
2292,398847.35352227604
2293,393581.956045053
2294,387002.8950651704
2295,412254.29595334135
2296,313692.3715123358
2297,310828.10316228407
2298,345408.1029301989
2299,363548.7890046068
2300,328913.36534131365
2301,295600.1724361399
2302,282825.0893428043
2303,299383.39329750673
2304,303810.6408584564
2305,205646.05220029093
2306,205646.05220029093
2307,209436.67998330537
2308,261753.78018485502
2309,292543.8037662699
2310,247101.9703956302
2311,226612.6267230788
2312,169930.7845919286
2313,175282.32544412403
2314,189075.71117667088
2315,169207.40187627345
2316,196954.9739646384
2317,177858.7307524768
2318,170227.81677931605
2319,186614.5548565416
2320,200513.45346606208
2321,225614.33500176194
2322,201127.7227133729
2323,179246.3976315623
2324,184144.06076467436
2325,209941.64976070586
2326,184793.09607134815
2327,212576.8815605737
2328,214742.4290581752
2329,179005.8295139502
2330,180395.670556399
2331,343108.0948702026
2332,393023.0945501957
2333,341140.05464346864
2334,298825.9408140533
2335,304840.45010767266
2336,337371.5995491638
2337,227499.22409154486
2338,266581.7744932337
2339,254801.39580458798
2340,358294.54125725175
2341,230450.19352169972
2342,254787.07856638305
2343,232106.58441387286
2344,247201.019626199
2345,267048.61847552087
2346,242838.79939747328
2347,221761.9922625903
2348,250532.55550249206
2349,180240.2176324112
2350,266590.8720194532
2351,258382.78434354055
2352,275295.16547306546
2353,253943.6060691363
2354,151072.31667160275
2355,169040.68840700964
2356,157056.40785246363
2357,212036.62333790306
2358,191271.42591169584
2359,100136.96290549845
2360,113819.29372298293
2361,144594.16595929206
2362,278091.36837060296
2363,132487.7165551074
2364,165302.1631545117
2365,216810.96510385687
2366,206986.8169875558
2367,232800.9174323481
2368,195457.61448350167
2369,232531.60297214068
2370,147142.878441745
2371,151515.2958249404
2372,220212.23152178567
2373,268184.3365304632
2374,280774.8105742762
2375,241731.6545743411
2376,292974.5757556197
2377,323402.5781287357
2378,149814.56540058786
2379,206441.2349850036
2380,148072.9128226155
2381,154827.81019563143
2382,207735.68936143906
2383,210095.5264461756
2384,219338.31568478048
2385,155428.30435607772
2386,126619.33529870129
2387,132628.49121398217
2388,105103.6720826258
2389,125518.30160541681
2390,132880.6011260775
2391,137072.05180639648
2392,121469.13600306328
2393,179719.13529832807
2394,138649.62169587924
2395,206517.90315973587
2396,150178.24535499036
2397,197256.33326661427
2398,117757.44954974388
2399,57731.937776169645
2400,57136.9171454853
2401,130110.21571577157
2402,127734.88346077537
2403,152327.2412140511
2404,146473.3011799659
2405,150144.0093506211
2406,140867.21757191536
2407,120000.18047127745
2408,143534.09015525173
2409,123102.40238012538
2410,189519.46547484724
2411,107771.58326403207
2412,146617.11380631418
2413,125707.99339027726
2414,149837.03093870386
2415,137617.65938795733
2416,139280.53997517892
2417,141936.32645506778
2418,132976.60936275203
2419,115829.62608055718
2420,107144.85259560251
2421,143950.69286490857
2422,93538.82458593411
2423,89275.62351084285
2424,151928.5769138055
2425,211954.5554085796
2426,113824.54897667923
2427,106502.68151064141
2428,178869.9300541214
2429,121889.78714017087
2430,135127.2971756115
2431,106082.95853627147
2432,134344.84483650618
2433,131112.57584019104
2434,129345.34742075163
2435,137945.32273181836
2436,104938.84192238477
2437,106057.84154539826
2438,110792.78831134608
2439,111005.72591729104
2440,126982.85779102537
2441,89728.31648002
2442,92578.50475344557
2443,128876.75201783516
2444,108481.66602377352
2445,71392.38089664085
2446,131534.7151289261
2447,203710.01669175553
2448,127696.45147218346
2449,102299.40929638458
2450,154170.2860096177
2451,106943.26813242
2452,197100.78507550468
2453,84091.87837780078
2454,108924.49722550671
2455,118160.70638986777
2456,131765.82995546437
2457,128023.49935127591
2458,125826.31030217314
2459,109972.2871142599
2460,146633.3042596603
2461,136625.8356873438
2462,134925.45109359975
2463,126792.55775226455
2464,175942.94259137398
2465,151121.97191165423
2466,121299.09381434313
2467,142386.47366091708
2468,68907.16641343759
2469,67480.38968253654
2470,200843.08517110324
2471,208098.36117268717
2472,171645.79745324608
2473,122327.4055444345
2474,66449.818137607
2475,224279.4234693915
2476,114738.29040058516
2477,105366.15740623705
2478,159183.71821727933
2479,103514.86491995881
2480,147720.93025779407
2481,111615.36337280677
2482,121725.25615593852
2483,110177.62133482625
2484,123726.0981130548
2485,124900.23345042458
2486,138395.8361953676
2487,176305.19111984046
2488,165562.01428168436
2489,154945.86518821574
2490,135144.41722454454
2491,115414.63636722448
2492,206981.4162352121
2493,141256.37871426664
2494,148965.40816444217
2495,103496.35670398726
2496,260468.53735362316
2497,148552.97509276244
2498,98461.56361062828
2499,84714.26668667691
2500,99625.4452240994
2501,133335.2242256758
2502,130516.31312203275
2503,94658.61501835808
2504,187035.29891379797
2505,216898.62693022934
2506,257958.940366344
2507,292786.62178303546
2508,257958.940366344
2509,230089.82655078394
2510,237157.91502347446
2511,201760.1979557879
2512,213773.42116793394
2513,208116.68507766232
2514,263105.57485213457
2515,144523.47196319708
2516,169970.52899924704
2517,146030.11627756088
2518,139346.20417260806
2519,212709.21196455503
2520,208487.1721056911
2521,202250.8583922027
2522,211415.49133666747
2523,128063.92781259143
2524,132832.17159469845
2525,146450.90911744034
2526,138934.52287512124
2527,112174.2391968701
2528,134841.5161768574
2529,129712.84801238246
2530,136945.92968259245
2531,221480.44706711586
2532,217327.78625910947
2533,204887.3287565626
2534,241917.593315704
2535,273784.51580960874
2536,219667.5284079022
2537,228398.14777938995
2538,192084.2132844201
2539,192425.83852855343
2540,186778.29407179452
2541,192490.94144547987
2542,161668.4837034428
2543,107321.30579440856
2544,123976.93659639593
2545,122235.78366237898
2546,151204.8835564552
2547,143284.90500176445
2548,164489.79450516013
2549,147506.92276326817
2550,535590.3376839301
2551,130870.8033730687
2552,123287.69345938365
2553,45370.236488849434
2554,93273.05511215853
2555,116298.32328460814
2556,82528.34618835783
2557,99391.34103526492
2558,159917.73796020017
2559,157031.94653476815
2560,160800.51182513614
2561,173548.68228667608
2562,161695.65449106795
2563,173862.8839279526
2564,212424.23058265087
2565,149463.22326938302
2566,161415.54177305463
2567,158123.72300519643
2568,196679.9209037703
2569,209523.99774933723
2570,117040.74013963595
2571,206658.14750654326
2572,184471.06780674573
2573,236016.98829077714
2574,300938.729725423
2575,139935.082663023
2576,121385.38876860602
2577,138133.73977913262
2578,97107.59455327314
2579,54401.82304003568
2580,126104.62157589896
2581,124406.67210305903
2582,124270.92842496256
2583,245745.21464289087
2584,171226.50929605012
2585,179678.1090657026
2586,202562.7893019165
2587,206234.6237643239
2588,151554.81611197835
2589,154961.33355568105
2590,197091.01371093543
2591,240085.47032721026
2592,240807.55109403373
2593,257076.55623955754
2594,214523.3172687586
2595,234727.88003593945
2596,285302.56237698405
2597,201060.59407065212
2598,264309.0793157337
2599,349318.1485539541
2600,173370.55173797344
2601,127265.5445770011
2602,67076.42990630142
2603,101899.3981454942
2604,69829.16189135861
2605,61514.972983259926
2606,133548.5014520779
2607,171180.35556728984
2608,181086.15089567358
2609,155878.68362933525
2610,111543.97018225424
2611,129440.99423078669
2612,154404.65937468206
2613,127663.42944843973
2614,125143.9983048226
2615,153411.3557463013
2616,134756.0708189325
2617,182719.61650598393
2618,173421.61572201434
2619,222709.17590580136
2620,171981.63877214
2621,174707.72297103773
2622,181131.48582356135
2623,246348.93627301886
2624,250898.27075183621
2625,312562.6953456627
2626,174105.86915627206
2627,245680.3681347334
2628,399920.32993218914
2629,464379.3275591745
2630,375907.2031452209
2631,430644.65619038575
2632,399718.8922369846
2633,315187.24934454676
2634,370397.5201939559
2635,153641.78012689363
2636,192369.62939546726
2637,163891.8171321633
2638,258058.24405831078
2639,187703.04868011185
2640,152088.7326325304
2641,105055.25782923582
2642,155394.4471587668
2643,111249.02855473163
2644,121510.68601941525
2645,110763.75319708993
2646,91969.81485407423
2647,100105.3592089886
2648,142526.8060461515
2649,153977.2623158712
2650,164776.65386431405
2651,137334.8509239613
2652,374772.967929575
2653,303173.17500287644
2654,287035.2839381303
2655,349216.3228066815
2656,351184.94890343497
2657,339551.74354250124
2658,314511.45807032665
2659,327386.92317960976
2660,334033.6752717812
2661,348346.0625152981
2662,347185.4077676087
2663,304876.5766863408
2664,291715.8209282368
2665,338018.49451476376
2666,298609.6296173084
2667,170593.009520878
2668,188247.14137567132
2669,178254.94325029358
2670,276988.1343287133
2671,188247.14137567132
2672,177757.14868408538
2673,185549.42437138985
2674,188190.55493217992
2675,169019.93079379082
2676,198219.19345264597
2677,190337.30923311767
2678,246295.0217391538
2679,301187.0235411555
2680,316944.8887822436
2681,383887.8905475192
2682,343225.45928097534
2683,421037.2901136299
2684,333855.1170590702
2685,345104.49160577223
2686,264953.37238848093
2687,274339.61266072467
2688,253017.37135622746
2689,238620.3756502935
2690,347564.7070649964
2691,201624.2613828605
2692,149380.444757197
2693,210450.81828127816
2694,152650.9133192902
2695,204498.76409693007
2696,197884.56685126267
2697,194691.58691860363
2698,185947.85357333365
2699,157792.55850813352
2700,142687.22644589553
2701,158753.94030429376
2702,117465.38714668478
2703,152040.53359384203
2704,145525.37659157254
2705,114798.0606232264
2706,118012.12179321476
2707,128140.89166128742
2708,124492.50837044354
2709,106214.04469255629
2710,119629.00572646073
2711,284221.91540365777
2712,350848.7980644687
2713,177411.52981112583
2714,152609.89709702416
2715,148894.89031334492
2716,143247.8631785096
2717,206038.48307562573
2718,259084.54149094064
2719,133926.70558013095
2720,183231.0860890338
2721,131095.13177407306
2722,155975.39221486813
2723,158521.15272873457
2724,117577.93348048939
2725,119555.24993051328
2726,135385.47180339575
2727,170616.54989173502
2728,172335.09472983965
2729,142000.26521597052
2730,144020.18237430492
2731,129117.92903453171
2732,128447.05307380304
2733,161461.02604004322
2734,155369.2381330261
